date,metric,ETH,BTC,USDC
2021-12-11,price,4079.8149305700,49242.3023240710,0.9976642222
2021-12-12,price,4135.8415101370,50051.0783486750,0.9992315811
2021-12-13,price,3782.8952622350,46696.3046994670,0.9984318567
2021-12-14,price,3858.1644681810,48410.5646563090,1.0015471140
2021-12-15,price,4015.7225433140,48936.8625824420,0.9995022905
2021-12-16,price,3971.5597663420,47694.5305022520,1.0004251060
2021-12-17,price,3886.7473617180,46328.6963654450,0.9997624272
2021-12-18,price,3966.4253516710,46970.0570507270,1.0004683280
2021-12-19,price,3928.8417238720,46807.0486164260,0.9987582573
2021-12-20,price,3950.4823919860,47117.0082042100,1.0031801490
2021-12-21,price,4036.5497178130,49145.2172584990,1.0020355910
2021-12-22,price,3992.5945766370,48755.8956440450,1.0022051220
2021-12-23,price,4113.5299318750,50900.6149495160,1.0037032920
2021-12-24,price,4055.1173669310,50888.7210367870,1.0021178810
2021-12-25,price,4110.5718708540,50663.4871021320,0.9999938550
2021-12-26,price,4075.0316189500,50852.8602595410,1.0000443870
2021-12-27,price,4045.0513501190,50774.0678147430,0.9999943110
2021-12-28,price,3807.3603674990,47725.1480463190,0.9999649207
2021-12-29,price,3644.4055168780,46506.9946476790,1.0052491200
2021-12-30,price,3714.9454561150,47191.8683898400,1.0032391820
2021-12-31,price,3686.4025423020,46319.6510880530,1.0004306190
2022-01-01,price,3780.3158743280,47816.0776764080,1.0049661490
2022-01-02,price,3835.3959914940,47387.2121676970,1.0003279950
2022-01-03,price,3769.4049401150,46531.1408605310,1.0008293670
2022-01-04,price,3794.9081301000,45938.0242717240,0.9998077876
2022-01-05,price,3556.9062274080,43647.1475080680,1.0015449560
2022-01-06,price,3416.8260086160,43216.4586769340,1.0005977340
2022-01-07,price,3201.7945743480,41527.1970426450,1.0022072710
2022-01-08,price,3101.0409016140,41756.6623239780,0.9994029448
2022-01-09,price,3156.9672621590,41862.3609856520,1.0005933470
2022-01-10,price,3086.7290024390,41869.8590555920,1.0007153850
2022-01-11,price,3246.4137230290,42777.2110204820,0.9998590607
2022-01-12,price,3378.0358951720,43981.8773271740,1.0014087270
2022-01-13,price,3256.7588661330,42608.4100119500,1.0002214840
2022-01-14,price,3311.9860612740,43120.8545110810,1.0008576320
2022-01-15,price,3331.2466551600,43226.6502698090,1.0001212370
2022-01-16,price,3356.2954438590,43119.7921430800,0.9997303949
2022-01-17,price,3216.5929806200,42298.3411168720,1.0024061830
2022-01-18,price,3166.4539115050,42395.4587915730,0.9996010732
2022-01-19,price,3097.0214660630,41749.5514309860,0.9987928148
2022-01-20,price,3015.5887775440,40707.6824143100,1.0002063530
2022-01-21,price,2564.3433423740,36508.7997898310,1.0029016450
2022-01-22,price,2407.3778516080,35180.4354628300,1.0040797400
2022-01-23,price,2537.8367278610,36306.4094404650,1.0050951570
2022-01-24,price,2447.8315120950,36774.0071422400,1.0009858720
2022-01-25,price,2465.2192298490,36988.9285106670,1.0027546100
2022-01-26,price,2470.4304120160,36870.4401669310,1.0008363770
2022-01-27,price,2411.8638553250,37276.8395581750,1.0025949200
2022-01-28,price,2551.1110735190,37852.5790280330,1.0003506020
2022-01-29,price,2603.6038723390,38232.1787321770,1.0031210950
2022-01-30,price,2610.1824055910,37983.1514994060,1.0007130270
2022-01-31,price,2689.2208672200,38555.5344612120,1.0010944390
2022-02-01,price,2797.4348552740,38835.6949432220,1.0006513880
2022-02-02,price,2690.3197394770,37000.9824986420,1.0008908160
2022-02-03,price,2667.2567282160,37101.3515937810,1.0018205290
2022-02-04,price,2993.0994395140,41673.8395543090,1.0109247320
2022-02-05,price,3018.6733981570,41493.6900509110,0.9984807417
2022-02-06,price,3062.8058084510,42475.5432209510,1.0016139880
2022-02-07,price,3149.9532855100,43910.9299864430,0.9991344731
2022-02-08,price,3127.4381067400,44184.4475116760,1.0009916190
2022-02-09,price,3240.9210444880,44383.8880554170,1.0013323800
2022-02-10,price,3081.9115018410,43628.1395323520,1.0019474370
2022-02-11,price,2930.5631692060,42445.3887679380,1.0003195480
2022-02-12,price,2918.0853674290,42254.7381232370,1.0008991100
2022-02-13,price,2889.2356782810,42247.8359532680,1.0002074570
2022-02-14,price,2935.6454998610,42634.5737836630,0.9999529954
2022-02-15,price,3179.3002065350,44574.3205709980,1.0000372540
2022-02-16,price,3128.6407805420,44063.2819827960,0.9989945015
2022-02-17,price,2881.6131221630,40562.9869498280,0.9993043308
2022-02-18,price,2792.3038477190,40073.4953623700,1.0007035120
2022-02-19,price,2768.9716520350,40192.7591214310,1.0024519530
2022-02-20,price,2632.4913991170,38514.0085362250,1.0016246910
2022-02-21,price,2574.5133837780,37059.9794022880,1.0016619800
2022-02-22,price,2644.1536555460,38337.2038554350,0.9997218294
2022-02-23,price,2594.7009591100,37372.2926803480,1.0004966670
2022-02-24,price,2599.9335696870,38363.3454885700,1.0008244230
2022-02-25,price,2771.8905096460,39316.1620757860,1.0013726670
2022-02-26,price,2785.3389569020,39090.2021536090,1.0025797640
2022-02-27,price,2629.4831208210,37803.5901604490,1.0024356060
2022-02-28,price,2919.2949624260,43225.4046774360,1.0005005770
2022-03-01,price,2977.2760397570,44459.5916277430,1.0005139120
2022-03-02,price,2953.3157762860,43980.7073820910,0.9996553709
2022-03-03,price,2836.9063366010,42491.9783933590,0.9993073172
2022-03-04,price,2619.3561376340,39200.2997355740,1.0001582520
2022-03-05,price,2668.7059786570,39463.1468114910,1.0011706270
2022-03-06,price,2558.3598740500,38442.9917458870,0.9999293399
2022-03-07,price,2498.6588649650,38076.4938225200,0.9985686960
2022-03-08,price,2576.6271539950,38732.9370130260,1.0000849060
2022-03-09,price,2731.0376852940,41986.0344460760,0.9999741333
2022-03-10,price,2611.4647225050,39468.3547730020,1.0003230850
2022-03-11,price,2562.8323535360,38775.1755884070,0.9992508426
2022-03-12,price,2579.4581356880,38903.6935480060,1.0003452290
2022-03-13,price,2518.4928452710,37852.5251410630,1.0010941310
2022-03-14,price,2591.5420409590,39669.4238120050,1.0007202200
2022-03-15,price,2620.3638524210,39331.8465405950,0.9998504695
2022-03-16,price,2771.7594572920,41165.6350614030,0.9999267675
2022-03-17,price,2817.4010749670,41001.7095780200,1.0006617430
2022-03-18,price,2945.7459101860,41837.4131379760,1.0001809570
2022-03-19,price,2947.2261582240,42201.9399206880,0.9998901532
2022-03-20,price,2860.6419609020,41283.2590010460,0.9995387481
2022-03-21,price,2896.5869324320,41061.8158938500,0.9990389697
2022-03-22,price,2969.7849836580,42401.8955974890,0.9995525569
2022-03-23,price,3028.8352577110,42802.1547101700,0.9988846681
2022-03-24,price,3106.6570235850,43936.0962345410,1.0002616760
2022-03-25,price,3106.0720541590,44331.7779570640,0.9991693697
2022-03-26,price,3140.8757105060,44510.8442176210,0.9992760087
2022-03-27,price,3285.1730967310,46715.1176185100,1.0006601160
2022-03-28,price,3328.9341246870,46994.8791183570,0.9993075321
2022-03-29,price,3401.1844310400,47459.2612375390,1.0010908890
2022-03-30,price,3383.7887617810,47063.3658499640,1.0078603680
2022-03-31,price,3283.3028425720,45528.4071531380,1.0075398700
2022-04-01,price,3451.1960908670,46270.2007058540,1.0055911090
2022-04-02,price,3440.3362384890,45842.1447631740,1.0032681380
2022-04-03,price,3521.5847247790,46434.5629826620,1.0010914970
2022-04-04,price,3520.9671175040,46622.6357130910,1.0004016880
2022-04-05,price,3422.9698837550,45635.4543812670,0.9979936310
2022-04-06,price,3171.3711044990,43198.7752693650,1.0014919610
2022-04-07,price,3232.8349890000,43515.1503227980,0.9965315375
2022-04-08,price,3192.0250912890,42315.7097242180,0.9983373653
2022-04-09,price,3265.9380677290,42796.3974781100,1.0013035140
2022-04-10,price,3219.1595534540,42274.9073702560,0.9977366828
2022-04-11,price,2992.7021064250,39603.9651592840,0.9978439586
2022-04-12,price,3038.2094219960,40205.6779407320,0.9975094854
2022-04-13,price,3121.3998234620,41205.1687190410,1.0000578520
2022-04-14,price,3023.4172118850,39959.4570690340,0.9994327863
2022-04-15,price,3045.4280748010,40586.5973093870,0.9999587068
2022-04-16,price,3066.3580141450,40450.3793054400,0.9978280022
2022-04-17,price,2995.7194210200,39739.1192562220,0.9998454945
2022-04-18,price,3061.8905711470,40833.5379650340,0.9991704091
2022-04-19,price,3104.6884475260,41498.1224466980,0.9994108245
2022-04-20,price,3079.6764776020,41397.2204772800,0.9988019644
2022-04-21,price,2987.4888760340,40528.5414867600,0.9993429689
2022-04-22,price,2967.0852852380,39756.8489934710,0.9994630212
2022-04-23,price,2940.6879777710,39561.7801907560,1.0010521060
2022-04-24,price,2922.9018652000,39469.0498619810,0.9992038360
2022-04-25,price,3008.3363470850,40488.8779176220,0.9994745287
2022-04-26,price,2806.7488359570,38134.2154506890,0.9979337197
2022-04-27,price,2889.5922230230,39237.9493174710,0.9975890704
2022-04-28,price,2932.4550836130,39741.7666458100,0.9985310296
2022-04-29,price,2817.4898821920,38650.5501380930,0.9973827292
2022-04-30,price,2738.1741359530,37820.6117652920,0.9979603621
2022-05-01,price,2832.5131068950,38537.6547666950,0.9982434801
2022-05-02,price,2861.3723755560,38561.5653990240,0.9983558256
2022-05-03,price,2786.0472478010,37758.4961077340,0.9984317941
2022-05-04,price,2942.0523131230,39699.0240412540,0.9999476710
2022-05-05,price,2753.9365665470,36612.2295488030,0.9992701839
2022-05-06,price,2699.7072470890,36116.3942949830,0.9970394903
2022-05-07,price,2641.2291069400,35573.3101988350,0.9972543032
2022-05-08,price,2517.8299224890,34070.3121975800,0.9994690175
2022-05-09,price,2249.8909622210,30269.5869566290,0.9992029244
2022-05-10,price,2344.7977156440,31026.9338683620,0.9994516065
2022-05-11,price,2080.9102436580,28913.4883636540,1.0005203700
2022-05-12,price,1966.6991711340,29126.1159768600,1.0015781330
2022-05-13,price,2010.2140511250,29310.7289598580,1.0023746380
2022-05-14,price,2064.2293575120,30189.3331770060,1.0068537240
2022-05-15,price,2147.0474478810,31319.3091111300,1.0031404260
2022-05-16,price,2025.8886983910,29923.6069936400,1.0027424890
2022-05-17,price,2095.1788847970,30502.1932802770,1.0026620340
2022-05-18,price,1915.1771232660,28772.2005011130,1.0022252150
2022-05-19,price,2023.8482593610,30382.4062421960,1.0016758630
2022-05-20,price,1963.9909395290,29256.8133744160,1.0016744740
2022-05-21,price,1978.1471325620,29491.5079477610,1.0027614450
2022-05-22,price,2046.6463496550,30351.0504171380,1.0019158920
2022-05-23,price,1974.5811944790,29163.1677757390,1.0018719500
2022-05-24,price,1979.7705450060,29655.0261317520,1.0006413010
2022-05-25,price,1944.8428445070,29584.9498519860,1.0004476270
2022-05-26,price,1807.9694742880,29346.7814424320,1.0021207540
2022-05-27,price,1724.8757340320,28646.6521819320,1.0004119100
2022-05-28,price,1798.6948545790,29088.2364528170,1.0028862650
2022-05-29,price,1814.9831598030,29492.5032149540,1.0039959980
2022-05-30,price,1995.9364841550,31740.9407251670,1.0012503280
2022-05-31,price,1944.0787668360,31865.7496211730,1.0006978330
2022-06-01,price,1828.8926546070,29833.4503302050,1.0006448200
2022-06-02,price,1833.0898408460,30481.0139960260,0.9987623808
2022-06-03,price,1776.9799074580,29714.1434871500,1.0006978980
2022-06-04,price,1804.2616695110,29872.3603087140,1.0013500390
2022-06-05,price,1805.3313949890,29917.7640524560,1.0008107590
2022-06-06,price,1860.1813068420,31372.5847629760,1.0014354580
2022-06-07,price,1818.3877119830,31265.4692776930,1.0020084450
2022-06-08,price,1794.5396256720,30229.2368361300,1.0007085640
2022-06-09,price,1788.4182866620,30101.1875214310,1.0008539880
2022-06-10,price,1663.8443674120,29101.2982596470,1.0016130260
2022-06-11,price,1530.0386174320,28374.1449973240,1.0002012200
2022-06-12,price,1454.6867601730,26767.2691732210,1.0009021540
2022-06-13,price,1205.5952855400,22525.7683503910,1.0038199560
2022-06-14,price,1214.8662649130,22244.8489680010,1.0011796490
2022-06-15,price,1230.3643353560,22529.1981146500,1.0045079120
2022-06-16,price,1068.6035748650,20408.6904905920,1.0042649440
2022-06-17,price,1087.8139244580,20473.0528807950,1.0001344530
2022-06-18,price,995.2525692710,19047.4178282820,1.0035852600
2022-06-19,price,1125.7540917940,20516.4119797750,1.0032313100
2022-06-20,price,1132.0543935830,20636.7589124060,1.0027627240
2022-06-21,price,1124.5613920170,20700.9239330390,0.9996692814
2022-06-22,price,1051.0740681590,19983.5664828630,1.0001252790
2022-06-23,price,1144.4807534810,21100.2705335110,1.0017931960
2022-06-24,price,1229.3040854470,21262.7134829560,0.9994292489
2022-06-25,price,1244.2862044950,21525.8803622110,1.0032773010
2022-06-26,price,1201.2377906420,21052.8053978360,1.0013309390
2022-06-27,price,1194.2245084750,20751.4775307910,1.0008987400
2022-06-28,price,1143.5335357210,20282.5424792700,1.0010053740
2022-06-29,price,1098.9055176110,20108.5294728900,1.0008508050
2022-06-30,price,1057.6309990610,19608.3974934230,0.9879161591
2022-07-01,price,1068.8194401300,19407.4474302620,1.0009274890
2022-07-02,price,1068.5415026000,19268.2270026660,1.0013602110
2022-07-03,price,1074.6073175790,19310.2332185220,1.0018720100
2022-07-04,price,1153.3483147880,20257.0123285930,1.0019073880
2022-07-05,price,1134.0170696590,20188.7796639730,1.0014387180
2022-07-06,price,1188.7256429250,20566.6872237700,1.0010750830
2022-07-07,price,1240.3784056620,21660.5968370750,1.0017517470
2022-07-08,price,1233.5146792600,21858.8187492180,1.0037098170
2022-07-09,price,1216.8497068480,21589.6281014600,1.0003520890
2022-07-10,price,1169.0127076610,20859.8140796510,1.0005564860
2022-07-11,price,1097.4494380480,19998.4678395760,1.0000423070
2022-07-12,price,1040.7971455030,19350.7373500770,1.0015175900
2022-07-13,price,1112.9207827010,20225.2386643320,1.0012838660
2022-07-14,price,1191.1308371100,20574.8405915000,1.0015605090
2022-07-15,price,1234.0991389760,20794.8119814370,0.9995880108
2022-07-16,price,1355.0456402190,21193.0833433680,1.0001129970
2022-07-17,price,1344.7202840020,20824.3627516520,1.0015423480
2022-07-18,price,1570.6589588640,22395.3653831040,1.0001844360
2022-07-19,price,1542.6298214330,23366.9076979280,0.9993341038
2022-07-20,price,1527.4139307590,23313.2967319600,0.9950448336
2022-07-21,price,1576.8252394980,23155.2075552480,1.0001843710
2022-07-22,price,1536.1249222390,22696.9027542900,1.0006981770
2022-07-23,price,1552.4964891910,22506.1995736290,1.0011930930
2022-07-24,price,1601.2079670130,22613.7192082480,0.9984942488
2022-07-25,price,1450.4822852140,21330.2954507880,1.0027226820
2022-07-26,price,1438.9880382230,21235.6123160860,1.0002475470
2022-07-27,price,1636.9491814680,22908.8842604690,1.0007092780
2022-07-28,price,1723.5485206790,23822.0675978230,1.0024974940
2022-07-29,price,1739.0421771360,23847.5833187390,0.9999811159
2022-07-30,price,1696.7850982140,23653.4595494310,1.0008721340
2022-07-31,price,1682.0113736150,23379.7005250910,0.9999873637
2022-08-01,price,1636.0185563570,23333.7492433120,1.0011072510
2022-08-02,price,1638.3786826570,23053.8468474830,0.9988029065
2022-08-03,price,1621.3413236360,22860.4209843830,1.0020473940
2022-08-04,price,1612.4189067270,22678.3636338740,1.0015081490
2022-08-05,price,1725.3826270210,23225.0362019430,1.0009442670
2022-08-06,price,1693.2965918360,22984.5795314490,1.0006356560
2022-08-07,price,1699.0064178890,23197.6034695250,0.9995124441
2022-08-08,price,1775.7013555270,23823.6794424540,1.0008978210
2022-08-09,price,1698.9661290130,23203.6806967820,1.0029526300
2022-08-10,price,1852.8785552660,23948.8295532720,1.0005100230
2022-08-11,price,1881.4274054350,23948.7517036810,0.9999590915
2022-08-12,price,1959.3309247190,24411.3798715230,1.0008849420
2022-08-13,price,1982.4118280510,24433.6537472440,1.0016783270
2022-08-14,price,1936.7011636050,24312.5414248920,0.9994024941
2022-08-15,price,1908.2776419060,24179.0146523090,1.0019113540
2022-08-16,price,1880.6001012590,23913.3337256280,1.0011369170
2022-08-17,price,1834.8264526430,23359.4188370700,1.0002388370
2022-08-18,price,1850.1112910470,23248.3842281930,1.0002788440
2022-08-19,price,1618.5325042630,20945.8339660500,1.0020189090
2022-08-20,price,1579.4157230950,21175.2327329900,0.9997374584
2022-08-21,price,1624.1499828850,21615.7616934170,1.0025644540
2022-08-22,price,1622.3070345780,21387.7471147740,1.0016507650
2022-08-23,price,1665.7919073920,21562.4515399140,1.0006712730
2022-08-24,price,1657.7936424660,21395.4584697600,0.9999661500
2022-08-25,price,1697.0769719640,21618.0090191770,1.0007480240
2022-08-26,price,1510.1891114840,20271.3229517060,1.0025074830
2022-08-27,price,1496.0554659420,20069.9533315960,0.9996317307
2022-08-28,price,1438.7470503280,19659.2467061940,1.0038869020
2022-08-29,price,1555.1774560420,20308.8614478910,1.0014978490
2022-08-30,price,1525.4001162320,19805.3506988580,0.9984339482
2022-08-31,price,1552.5629662280,20023.5544449130,0.9984481799
2022-09-01,price,1588.9803510870,20153.9759779830,1.0017956650
