date,metric,ETH,BTC,USDC
2020-09-27,price,357.0664364070,10765.3005216610,1.0009524420
2020-09-28,price,354.4295835380,10672.0285442590,0.9971921941
2020-09-29,price,359.4260895380,10837.5165865130,0.9997320984
2020-09-30,price,359.5989847510,10770.8813474660,0.9996226932
2020-10-01,price,353.1978481380,10627.9760639630,1.0006761660
2020-10-02,price,345.9125682280,10572.6748430110,1.0012204930
2020-10-03,price,345.9924631930,10546.6562553800,0.9994380420
2020-10-04,price,352.4588065040,10670.7008113350,1.0007649680
2020-10-05,price,353.6044273110,10784.9494030940,1.0010523480
2020-10-06,price,340.6160218130,10605.9577913060,1.0016794300
2020-10-07,price,341.4437964780,10668.0110107970,1.0007538920
2020-10-08,price,350.0556765680,10888.6665468360,0.9998793729
2020-10-09,price,365.3394448190,11063.2523862590,0.9991775983
2020-10-10,price,370.4718109730,11286.5419420440,0.9987544534
2020-10-11,price,374.4970150930,11377.8148767570,1.0003809750
2020-10-12,price,387.2555583570,11543.1837607710,1.0002535610
2020-10-13,price,381.1687738990,11426.1055442200,0.9994227082
2020-10-14,price,379.2102537610,11435.5724375800,1.0009245380
2020-10-15,price,377.1586810790,11495.5849957340,0.9995961609
2020-10-16,price,365.9906423830,11319.0977856780,0.9986836503
2020-10-17,price,368.6504703640,11365.8141310260,1.0006928230
2020-10-18,price,378.0493653240,11495.8999756900,1.0006727820
2020-10-19,price,379.6394773320,11752.1468639200,1.0008163400
2020-10-20,price,368.2270142350,11908.7089232460,0.9990438336
2020-10-21,price,391.1667421780,12806.4357267270,0.9953303688
2020-10-22,price,413.2018903360,12951.0440600380,0.9966122990
2020-10-23,price,408.8894886440,12928.0722963480,0.9999263969
2020-10-24,price,411.9592177530,13106.0460192600,0.9997404389
2020-10-25,price,406.1570941480,13021.4108421240,0.9986435306
2020-10-26,price,393.3829083920,13060.7922120840,0.9988036566
2020-10-27,price,403.5298378340,13655.1854158830,0.9996028892
2020-10-28,price,388.8773398820,13282.9993482920,1.0006169870
2020-10-29,price,386.4460129870,13441.8784960320,0.9991438877
2020-10-30,price,382.9007710380,13537.1742715250,0.9960534457
2020-10-31,price,385.8445887980,13778.6376383530,0.9980758765
2020-11-01,price,394.9363420490,13720.3614651460,0.9976643933
2020-11-02,price,383.8498034220,13558.3617955240,0.9981074744
2020-11-03,price,387.6163737220,13989.9763581800,0.9992731705
2020-11-04,price,401.7330968320,14101.7160508140,0.9994078804
2020-11-05,price,415.9277704310,15553.3317010810,0.9973042175
2020-11-06,price,454.6515430980,15548.3121450630,0.9979301928
2020-11-07,price,435.4183540830,14818.4589112210,0.9982514358
2020-11-08,price,455.3583669720,15496.3161491470,0.9994890518
2020-11-09,price,445.0512933420,15335.3421981790,0.9999006704
2020-11-10,price,449.8161845010,15278.7096597990,0.9981437113
2020-11-11,price,463.1808717200,15686.9059862130,0.9982137882
2020-11-12,price,462.2056195790,16265.1492524830,0.9982846299
2020-11-13,price,475.9690936580,16326.8148750790,0.9995578778
2020-11-14,price,462.7183970610,16095.5615106310,0.9990574634
2020-11-15,price,449.2068016400,15984.6737841570,1.0006798920
2020-11-16,price,461.3711967050,16714.4038632220,0.9980196391
2020-11-17,price,482.1983847240,17651.8204276820,0.9985568055
2020-11-18,price,479.4376613620,17829.9349583450,0.9994735400
2020-11-19,price,471.3179583940,17819.7574309680,0.9995883098
2020-11-20,price,508.7922145850,18628.8134890360,0.9986499881
2020-11-21,price,548.8421162500,18689.5286558260,0.9973565720
2020-11-22,price,560.5088874580,18390.6118437920,0.9967233120
2020-11-23,price,608.2733109190,18360.6933003860,0.9979423497
2020-11-24,price,602.6662623940,19091.5241817290,0.9974519348
2020-11-25,price,568.2751530400,18753.2889216850,0.9991836163
2020-11-26,price,518.4670452160,17138.0295123950,1.0012388020
2020-11-27,price,517.5530264060,17140.2755525240,1.0015837420
2020-11-28,price,537.3926120940,17718.9728326290,0.9987218217
2020-11-29,price,574.7511196550,18169.9542097830,0.9996996970
2020-11-30,price,612.2637856120,19609.5214395760,0.9965580344
2020-12-01,price,589.5818443540,18857.4173711180,1.0013830740
2020-12-02,price,598.7606100960,19208.3981919950,0.9998729074
2020-12-03,price,616.5066615660,19435.2048474090,0.9992397111
2020-12-04,price,571.1904316350,18711.2265498870,0.9996582381
2020-12-05,price,595.9194139680,19139.1115752370,1.0009416150
2020-12-06,price,601.9689349240,19325.5541185910,0.9995793806
2020-12-07,price,592.3865066820,19198.8064939350,1.0001278910
2020-12-08,price,554.3296743020,18336.5145812980,1.0000134470
2020-12-09,price,573.8953091100,18564.9864556880,1.0003104000
2020-12-10,price,560.4542654080,18262.0583846530,1.0003512370
2020-12-11,price,545.9828352630,18058.0273395700,1.0000524170
2020-12-12,price,568.3587534070,18807.0954032200,0.9996192736
2020-12-13,price,590.3244403030,19151.1344234050,1.0006545920
2020-12-14,price,585.5418949360,19259.9704715310,0.9989771380
2020-12-15,price,589.0668316450,19432.3624568620,1.0000581090
2020-12-16,price,635.9618893800,21317.6621367870,0.9976351589
2020-12-17,price,644.0652701930,22805.6558059890,1.0007322640
2020-12-18,price,654.4204162970,23120.5705515680,1.0008015210
2020-12-19,price,659.3188076370,23863.8548417200,0.9997133562
2020-12-20,price,639.5154368780,23518.3184205470,0.9993698377
2020-12-21,price,610.4270278980,22840.9917071880,0.9969551441
2020-12-22,price,634.9797234430,23794.7933026290,1.0021717840
2020-12-23,price,587.9588954990,23308.1272321770,1.0025962330
2020-12-24,price,612.8796570510,23760.2870485430,1.0021470060
2020-12-25,price,626.4567387780,24671.1077144150,1.0002261970
2020-12-26,price,636.7423171940,26476.1301370190,1.0013502320
2020-12-27,price,689.6598573270,26423.2287919020,0.9985212889
2020-12-28,price,732.9570292980,27125.3841206520,1.0030155410
2020-12-29,price,735.5908981630,27424.5389546070,1.0032934420
2020-12-30,price,752.8559324490,28837.2885289590,1.0006530820
2020-12-31,price,738.6169381520,29022.4183953040,1.0014906080
2021-01-01,price,730.1473402200,29352.1267919490,0.9994827791
2021-01-02,price,777.6960653040,32163.8249353350,1.0026012590
2021-01-03,price,967.0005967290,33008.2262034890,0.9965639082
2021-01-04,price,1025.6547675670,31515.5759666580,0.9808943194
2021-01-05,price,1103.3582516230,34082.2060490440,0.9999673122
2021-01-06,price,1208.5750928730,36933.5201373090,1.0002577190
2021-01-07,price,1229.4713150150,39547.0840813560,1.0038305490
2021-01-08,price,1223.7296883540,40815.9618547830,1.0013946460
2021-01-09,price,1282.9795755270,40296.5290038290,0.9986514946
2021-01-10,price,1267.7310031510,38397.8959854180,1.0017748550
2021-01-11,price,1092.9143378810,35669.9066866330,1.0037355740
2021-01-12,price,1045.4068152300,33938.3358781010,1.0030626260
2021-01-13,price,1132.0155910160,37456.0077254860,1.0023320800
2021-01-14,price,1216.9147884630,39232.7499714030,1.0037235590
2021-01-15,price,1171.8600177050,36787.5212166850,1.0017004000
2021-01-16,price,1234.6318700830,36254.7130794110,1.0004455950
2021-01-17,price,1229.3796980720,35804.2638856750,0.9977164066
2021-01-18,price,1255.9766915130,36595.4647692830,0.9995710762
2021-01-19,price,1383.4840902280,36104.8638577550,0.9944315616
2021-01-20,price,1385.8529958750,35587.4892027360,1.0015223440
2021-01-21,price,1122.9124325370,30913.6957360540,1.0001832170
2021-01-22,price,1236.6834427540,32957.9087826560,1.0013893970
2021-01-23,price,1231.1763797040,32068.0873744080,0.9996681217
2021-01-24,price,1392.5397634450,32273.5173503290,1.0008067270
2021-01-25,price,1323.4295031020,32375.3200629810,0.9990399783
2021-01-26,price,1355.2337242410,32582.1094450210,0.9998673338
2021-01-27,price,1253.1416715590,30445.5258651140,1.0005503730
2021-01-28,price,1328.7736190670,33128.3475286110,0.9927445209
2021-01-29,price,1380.2842591350,34150.8187673720,0.9977962960
2021-01-30,price,1372.4272289640,34199.5198103630,0.9965047695
2021-01-31,price,1317.0474362290,33064.7867670150,0.9972769381
2021-02-01,price,1368.6644548120,33405.9903571430,0.9981778514
2021-02-02,price,1514.2251957520,35485.9859338240,0.9989742383
2021-02-03,price,1661.0008243670,37494.7176246040,0.9996756959
2021-02-04,price,1587.8008991860,36816.5080820340,0.9951192440
2021-02-05,price,1724.8569083390,38007.8322290840,1.0009691570
2021-02-06,price,1683.9412978650,39279.4128689790,1.0005846940
2021-02-07,price,1608.6405479860,38833.3402645550,0.9956883032
2021-02-08,price,1750.9975537190,46307.5741215940,1.0022510080
2021-02-09,price,1769.0535339350,46569.5648300000,1.0015524870
2021-02-10,price,1739.1642090050,44848.6934495050,0.9967785934
2021-02-11,price,1782.5088691220,47815.9617555430,0.9968832424
2021-02-12,price,1841.1977507030,47414.1862550080,0.9990964028
2021-02-13,price,1810.8425457320,46941.2920858240,0.9993562098
2021-02-14,price,1804.9841464370,48607.8745224840,0.9963685979
2021-02-15,price,1775.7583517020,47898.4870276330,0.9993443427
2021-02-16,price,1782.5753090510,49238.1369067250,1.0014846440
2021-02-17,price,1845.5739221570,52143.6788446200,0.9990773523
2021-02-18,price,1938.5694368070,51733.0755390320,1.0020460350
2021-02-19,price,1969.9797177630,56038.7277589300,1.0050462650
2021-02-20,price,1929.3676928800,56377.6334779100,1.0087647080
2021-02-21,price,1941.4267676800,57669.3035269180,1.0026040210
2021-02-22,price,1788.6152102810,54410.8562945160,1.0055740000
2021-02-23,price,1563.9246059010,48691.8948317040,1.0059974880
2021-02-24,price,1628.3915337930,49849.3787135830,1.0049658150
2021-02-25,price,1468.8601037290,46992.6654500480,0.9926747772
2021-02-26,price,1450.9887468040,46551.4874767550,1.0070081110
2021-02-27,price,1480.1295768480,46653.5263993960,1.0090844330
2021-02-28,price,1416.6615528380,44970.1634599470,0.9972352416
2021-03-01,price,1570.3996896340,49787.3399594970,1.0026038730
2021-03-02,price,1497.0891042630,48532.2367898170,1.0061626680
2021-03-03,price,1579.4271687600,50577.4574691520,0.9969030471
2021-03-04,price,1546.4996211170,48727.4512008010,1.0095295400
2021-03-05,price,1539.0484290950,49091.8148823300,1.0044801020
2021-03-06,price,1661.9279699000,49019.3685923660,1.0000449520
2021-03-07,price,1727.4630962250,51313.0926202740,1.0024270470
2021-03-08,price,1837.5330305440,52328.5359126320,1.0036598450
2021-03-09,price,1869.3311016250,54700.2734392770,1.0017895860
2021-03-10,price,1802.3110916880,56020.4877195860,0.9978938465
2021-03-11,price,1826.0574768120,57788.8681032950,0.9991359467
2021-03-12,price,1770.9361793700,57353.8614719720,1.0013004940
2021-03-13,price,1927.7207204000,61315.1979327670,1.0001946790
2021-03-14,price,1866.0715447010,59428.9675660280,0.9941177597
2021-03-15,price,1791.0478518300,55805.3292492340,0.9995327060
2021-03-16,price,1808.5512173610,56830.2533350760,1.0061237230
2021-03-17,price,1828.7548332340,59014.9256320510,1.0039799810
2021-03-18,price,1780.1596459530,57922.4095926290,1.0037380820
2021-03-19,price,1817.1329628080,58243.2706089240,1.0009351520
2021-03-20,price,1817.8601431290,58376.1584713720,1.0007006710
2021-03-21,price,1790.3780747530,57573.5393447790,1.0037714830
2021-03-22,price,1686.8911971580,54370.1375578950,1.0013927370
2021-03-23,price,1673.8591835630,54584.8699469950,0.9993339581
2021-03-24,price,1581.6310559310,52526.8665970470,1.0003118250
2021-03-25,price,1587.2979641590,51416.9083049800,0.9999520864
2021-03-26,price,1700.3668693580,55033.1004804470,1.0030460030
2021-03-27,price,1713.8378756830,55832.4181096180,1.0000581670
2021-03-28,price,1689.0367982060,55728.1013278070,1.0013425590
2021-03-29,price,1817.6263880890,57634.9286944750,1.0035157890
2021-03-30,price,1840.2949519850,58668.6283367610,1.0006929500
2021-03-31,price,1915.8325358460,58817.3738884190,0.9990316334
2021-04-01,price,1970.4711995230,58801.1948438780,0.9997174509
2021-04-02,price,2134.1017882970,59060.0267833380,0.9988782746
2021-04-03,price,2016.6672472930,57060.4066547110,0.9954684047
2021-04-04,price,2077.7552124220,58228.8026234660,1.0004181760
2021-04-05,price,2097.7963827790,58706.8155931140,0.9995305686
2021-04-06,price,2115.0554517460,58062.1787243360,0.9998567005
2021-04-07,price,1989.1480619040,56134.4173886640,0.9985358719
2021-04-08,price,2081.3540625400,58065.6440248150,1.0013443800
2021-04-09,price,2069.6677960860,58152.9932621420,1.0012366370
2021-04-10,price,2142.7960653930,59979.3928157180,1.0015155810
2021-04-11,price,2150.2651427930,59988.0209585300,1.0017476150
2021-04-12,price,2142.4762758660,59911.0205948470,1.0001568130
2021-04-13,price,2304.3435163110,63576.6760410480,1.0013376070
2021-04-14,price,2429.6615277520,62807.1232325930,0.9999282377
2021-04-15,price,2514.1684155810,63179.7724460850,0.9998938311
2021-04-16,price,2424.5538447080,61497.2995694410,0.9985936670
2021-04-17,price,2345.2669627760,60273.8666769470,1.0002436390
2021-04-18,price,2245.7607533510,56288.9453400120,0.9997995201
2021-04-19,price,2168.0327267360,55721.1660526960,0.9995219203
2021-04-20,price,2324.2846872280,56294.7285585870,0.9985144879
2021-04-21,price,2373.5013442980,54190.0702628340,0.9995208473
2021-04-22,price,2426.0711497910,51965.5664304850,1.0025994490
2021-04-23,price,2364.2312036020,51191.1246964080,1.0011830450
2021-04-24,price,2212.8437976340,50133.1073963650,0.9983083851
2021-04-25,price,2307.3553208450,48981.4413932160,0.9995893453
2021-04-26,price,2532.3868028850,53978.8055472900,1.0007963570
2021-04-27,price,2647.1581896600,54991.8148426210,0.9985809680
2021-04-28,price,2748.7845851220,54810.6138506790,1.0006016520
2021-04-29,price,2757.4975523050,53596.7040226670,1.0014708750
2021-04-30,price,2776.7037116990,57828.5118144260,1.0006265510
2021-05-01,price,2944.9169473190,57812.9691596790,0.9998394291
2021-05-02,price,2953.2973480800,56600.7452873840,0.9995728727
2021-05-03,price,3439.8550695190,57200.3002987120,0.9999726978
2021-05-04,price,3245.6631489340,53464.3702195040,0.9925838588
2021-05-05,price,3524.5627284760,57432.1002270880,1.0004495140
2021-05-06,price,3495.0758690360,56507.7594398700,0.9970996598
2021-05-07,price,3493.5345000000,57361.5690432890,1.0024741310
2021-05-08,price,3912.7429165970,58771.8816895090,1.0012773960
2021-05-09,price,3932.7540681710,58213.9262937440,0.9992296223
2021-05-10,price,3979.6086519210,55901.6675945610,0.9990277428
2021-05-11,price,4182.7902857520,56928.9723566020,1.0018008650
2021-05-12,price,3906.1089033290,50004.7621831370,0.9923164540
2021-05-13,price,3750.3415950590,49972.7953983720,1.0058820330
2021-05-14,price,4088.7317083200,49913.2631439880,1.0000800270
2021-05-15,price,3659.9218442140,46780.9023046880,1.0047588100
2021-05-16,price,3602.0048969300,46585.0641353880,1.0109887310
2021-05-17,price,3288.2298872380,43780.8255978250,1.0015880910
2021-05-18,price,3399.0492796570,43091.0414475690,1.0017199120
2021-05-19,price,2505.0149459460,37287.3914024270,0.9966865371
2021-05-20,price,2778.2796605600,40437.7300962560,0.9940896440
2021-05-21,price,2419.1032171150,37339.6342013460,0.9970977756
2021-05-22,price,2306.3712668670,37520.3176754740,0.9980927709
2021-05-23,price,2120.0373745100,34977.5278019620,0.9997997490
2021-05-24,price,2640.1596323490,38642.4422973400,1.0003101650
2021-05-25,price,2695.4778071500,38210.8052175940,0.9992174942
2021-05-26,price,2882.4834076240,39406.9342441160,0.9996993852
2021-05-27,price,2742.9908626980,38642.8955543420,1.0001332860
2021-05-28,price,2433.3288657290,35710.2209365300,1.0056512890
2021-05-29,price,2294.6262855130,34775.0794134730,0.9962843772
2021-05-30,price,2395.8532280030,35714.7520201810,1.0004349270
2021-05-31,price,2708.4298657940,37340.6792659420,1.0017286030
2021-06-01,price,2632.6565998700,36680.0682018030,1.0006914840
2021-06-02,price,2717.1540367100,37685.7179817480,0.9980672302
2021-06-03,price,2858.2767020980,39151.3161838000,1.0027632060
2021-06-04,price,2694.4976666790,36938.7203113920,1.0003120570
2021-06-05,price,2624.7689150590,35546.9859648340,1.0017565500
2021-06-06,price,2711.5479390110,35834.4744744040,1.0034150070
2021-06-07,price,2580.5355800600,33451.3834071450,0.9993898524
2021-06-08,price,2528.0223008790,33557.1506830920,1.0022643720
2021-06-09,price,2620.6253893040,37553.6437585190,1.0017006730
2021-06-10,price,2486.6000687890,36903.3049067790,1.0006548470
2021-06-11,price,2356.6347741900,37289.4325221020,1.0003960520
2021-06-12,price,2379.9917479500,35666.1497787730,1.0000281340
2021-06-13,price,2517.7716955250,39147.7056788000,1.0067974590
2021-06-14,price,2587.3816109790,40624.5130531620,1.0053508650
2021-06-15,price,2561.1883309320,40378.2025497110,1.0030578920
2021-06-16,price,2365.8727861910,38321.4546565740,1.0005702060
2021-06-17,price,2380.7445196340,38193.6191419440,1.0055552190
2021-06-18,price,2231.5543154980,35881.1113713750,1.0031113830
2021-06-19,price,2176.3085363180,35581.6422677320,1.0001229010
2021-06-20,price,2251.5605593660,35787.0774052320,1.0062031080
2021-06-21,price,1900.1222998940,31711.9354677270,0.9995282982
2021-06-22,price,1875.3576944710,32507.7387070270,1.0041915210
2021-06-23,price,1971.1059779810,33702.6177937140,1.0039836840
2021-06-24,price,1990.0761511910,34675.4491053030,1.0001707850
2021-06-25,price,1833.4631609980,31943.1364678630,1.0048690700
2021-06-26,price,1817.0476655410,32023.9739017750,1.0042157710
2021-06-27,price,1973.9268648380,34607.2932740830,1.0041659410
2021-06-28,price,2087.5187237870,34556.8421269450,1.0029938460
2021-06-29,price,2169.4000678660,35968.9936679700,0.9995454305
2021-06-30,price,2279.3541614200,35171.4863048500,1.0032763830
2021-07-01,price,2121.6579006330,33677.5662359230,1.0049284500
2021-07-02,price,2157.8805848660,33950.7865551810,1.0030238130
2021-07-03,price,2228.5323985690,34729.8907780100,1.0025487610
2021-07-04,price,2329.0047509990,35394.2130740810,1.0011073330
2021-07-05,price,2217.3018530600,33928.1342183710,1.0016088690
2021-07-06,price,2320.6549288320,34149.9898147740,1.0020838690
2021-07-07,price,2317.2369427020,33932.2546383150,1.0002803090
2021-07-08,price,2126.4424673900,32933.5781992920,1.0034025540
2021-07-09,price,2156.5809569530,33971.2977497580,1.0017759410
2021-07-10,price,2123.0585974930,33704.5384744050,1.0022774730
2021-07-11,price,2144.0142572720,34299.9380165170,1.0011482160
2021-07-12,price,2042.4991866140,33262.6543524460,1.0039191700
2021-07-13,price,1944.3950166370,32676.3838009600,1.0017239270
2021-07-14,price,1997.6633136710,32878.5018735710,1.0018631930
2021-07-15,price,1910.7269516310,31726.0388339100,1.0038034670
2021-07-16,price,1874.2002496810,31399.6531286820,0.9988126293
2021-07-17,price,1899.8427500660,31588.6713510170,1.0000238340
2021-07-18,price,1905.7233828430,31919.3939225550,1.0050602000
2021-07-19,price,1824.9293920920,30928.2119088490,1.0009049850
2021-07-20,price,1794.9734251870,29971.9037836120,1.0031523570
2021-07-21,price,2003.7239214520,32383.7811269690,1.0076435080
2021-07-22,price,2027.5334479170,32409.4997671750,1.0025618300
2021-07-23,price,2117.1546077950,33455.5512727230,1.0007620940
2021-07-24,price,2183.6274145580,34213.5999321770,1.0023801820
2021-07-25,price,2209.4993601030,35456.1246607670,1.0051684490
2021-07-26,price,2230.2120676730,37281.9180921770,0.9941799610
2021-07-27,price,2292.5796368040,39076.5937706320,1.0034588000
2021-07-28,price,2299.6894059360,40031.1982444480,1.0007159600
2021-07-29,price,2383.4432599620,39977.7569392280,0.9973742768
2021-07-30,price,2462.3999826480,41936.2614786770,1.0056917650
2021-07-31,price,2541.6745993660,41754.1666043530,0.9989643794
2021-08-01,price,2555.4081785130,39914.8297584880,0.9983395171
2021-08-02,price,2611.6730699480,39278.7665081040,0.9998084368
2021-08-03,price,2521.2684748890,38368.3540119790,0.9990714895
2021-08-04,price,2724.5322427140,39751.5845750990,0.9999243842
2021-08-05,price,2821.6496927460,40825.3819404500,0.9985326970
2021-08-06,price,2888.7322742750,42802.1371747410,1.0002919420
2021-08-07,price,3151.2175169180,44647.5776030010,1.0008474610
2021-08-08,price,3012.3085592700,43753.2178626460,1.0005290530
2021-08-09,price,3163.0646551950,46311.0018985770,0.9999502527
2021-08-10,price,3147.8429954020,45639.5140189070,1.0004276020
2021-08-11,price,3166.6472179680,45652.0601250690,0.9997230958
2021-08-12,price,3048.4126816860,44495.2097932800,1.0008518780
2021-08-13,price,3323.1979905410,47717.2705276650,1.0012317450
2021-08-14,price,3268.5481770310,47088.8531345150,1.0000780730
2021-08-15,price,3309.7549104130,47025.0032301130,0.9987487634
2021-08-16,price,3153.5836837640,46031.7575436260,0.9998537872
2021-08-17,price,3007.1440271710,44534.4548542200,0.9970110061
2021-08-18,price,3037.2302511960,45015.4655460850,0.9990774537
2021-08-19,price,3144.8184367850,46745.0346229700,1.0040721380
2021-08-20,price,3276.9698366430,49195.8786018960,1.0001057850
2021-08-21,price,3224.0004601520,48933.6891513120,0.9984787221
2021-08-22,price,3243.4863583540,49250.5448697180,0.9993897895
2021-08-23,price,3320.4091697810,49518.5774879070,0.9999110623
2021-08-24,price,3177.6637963050,47940.6079149610,0.9993957173
2021-08-25,price,3231.4414517290,49002.7037662750,1.0001550720
2021-08-26,price,3122.9717972380,47229.0706508760,1.0012892890
2021-08-27,price,3267.5394347510,49083.1033058620,1.0001085420
2021-08-28,price,3245.4302223880,48936.5372541420,1.0026644570
2021-08-29,price,3233.3831516940,48907.2707310620,1.0005177460
2021-08-30,price,3232.7338632850,47124.2542246940,1.0006715480
2021-08-31,price,3440.5623358870,47335.4202992060,1.0018303160
2021-09-01,price,3790.6139962220,48823.0552096490,0.9998776756
2021-09-02,price,3793.3007433460,49338.7846518330,0.9992546687
2021-09-03,price,3936.1633916240,49934.5282762880,1.0008962450
2021-09-04,price,3894.9375116050,50013.0299469460,1.0002250300
2021-09-05,price,3950.2703445270,51696.2064313180,1.0001757230
2021-09-06,price,3943.2567853020,52739.8001663460,1.0009357490
2021-09-07,price,3440.3417568370,46995.1641709600,1.0016762670
2021-09-08,price,3496.8590229960,46085.0286157820,1.0006606730
2021-09-09,price,3435.9799326510,46518.9411866020,1.0023677180
2021-09-10,price,3209.9156960910,44802.6064024970,1.0007760970
2021-09-11,price,3268.1041621350,45196.4882775580,1.0019571570
2021-09-12,price,3417.8393667670,46195.2183008290,0.9991913921
2021-09-13,price,3301.1867768290,45139.8339687330,1.0031171600
2021-09-14,price,3425.2508733750,47135.4319956270,1.0019757500
2021-09-15,price,3595.9625714290,48186.5327570470,1.0008658910
2021-09-16,price,3573.3075160250,47879.4734399210,1.0016194580
2021-09-17,price,3412.1771824220,47228.6582162330,1.0000138980
2021-09-18,price,3427.5842615320,48266.6270727910,1.0036836060
2021-09-19,price,3335.8848865140,47371.0393323650,1.0039125770
2021-09-20,price,2977.3226793400,42932.9465959540,0.9948366424
2021-09-21,price,2744.1109995300,40386.6236352890,0.9961806086
2021-09-22,price,3074.1197612460,43587.2230505850,0.9998014988
2021-09-23,price,3159.2698655820,44980.8982148110,1.0032682790
2021-09-24,price,2930.7427060740,42752.1681545070,1.0013473060
2021-09-25,price,2946.9708461400,42856.8551642250,1.0031456090
2021-09-26,price,3063.3163447130,43336.8612332430,1.0037370450
2021-09-27,price,2939.7422828540,42247.3557290060,0.9972713174
2021-09-28,price,2798.9844172600,41010.3751983650,0.9978067961
2021-09-29,price,2855.6117305270,41587.6678623230,1.0034805000
2021-09-30,price,3013.4932320320,43859.3261472410,1.0045994830
2021-10-01,price,3305.1070414440,48181.8762726000,1.0020170320
2021-10-02,price,3393.9242492700,47777.7620190630,0.9996052650
2021-10-03,price,3426.3870808510,48282.9711385740,1.0017906890
2021-10-04,price,3390.3104077600,49260.2323211310,1.0010178750
2021-10-05,price,3520.3422566390,51668.9942243560,1.0006481150
2021-10-06,price,3592.1761295000,55415.0057420290,1.0018520380
2021-10-07,price,3594.9183579680,53894.5959945210,1.0018494410
2021-10-08,price,3558.5495770830,54010.9374737440,0.9996156904
2021-10-09,price,3588.0809215500,55125.4603376800,1.0022408840
2021-10-10,price,3431.0193069150,54711.8695966430,1.0009516150
2021-10-11,price,3537.8400871240,57572.5108555970,1.0061372450
2021-10-12,price,3498.1052921210,56335.0354605120,1.0013218240
2021-10-13,price,3605.6503342980,57487.9858804220,1.0029829940
2021-10-14,price,3794.5168882250,57452.4317850350,1.0013608360
2021-10-15,price,3885.6417645300,61809.0239442700,1.0052069400
2021-10-16,price,3854.4984614490,61165.6356421150,1.0024479730
2021-10-17,price,3854.2236869410,61583.7744396130,1.0021531900
2021-10-18,price,3752.6187273850,62017.9727251790,1.0003859160
2021-10-19,price,3884.5872952430,64517.6485604230,0.9995761477
2021-10-20,price,4170.1079328860,66237.5175502940,1.0029755000
2021-10-21,price,4074.8601575200,62541.0869329350,1.0043668280
2021-10-22,price,3990.7119764330,61029.2709318210,1.0045184240
2021-10-23,price,4179.4422981690,61572.1404342220,1.0054391320
2021-10-24,price,4094.9389934190,61173.1663907230,1.0048651640
2021-10-25,price,4230.2083715940,63228.2138258420,1.0036962310
2021-10-26,price,4152.5702887310,60604.1888879470,0.9995891447
2021-10-27,price,3944.0908617810,58641.0014741950,0.9992165612
2021-10-28,price,4288.0972187870,60767.5558520670,1.0017058650
2021-10-29,price,4422.9405355940,62283.1980558740,1.0020134990
2021-10-30,price,4324.6099257120,61837.2570029790,1.0023617070
2021-10-31,price,4292.0404723620,61471.8684627630,0.9987027222
2021-11-01,price,4330.5531515950,61121.8312010650,1.0004827660
2021-11-02,price,4596.5930905840,63247.2089612780,1.0035341390
2021-11-03,price,4607.6992730780,63130.9423517150,1.0008430280
2021-11-04,price,4550.0144351430,61601.7435720500,1.0052083770
2021-11-05,price,4494.8027609100,61247.3849421780,1.0026263960
2021-11-06,price,4527.1041541510,61661.3586637200,1.0047929560
2021-11-07,price,4626.6292884490,63153.2301930190,1.0017613440
2021-11-08,price,4815.0046343220,67617.0155448620,1.0005969660
2021-11-09,price,4742.0809106070,67145.3749353710,1.0017160230
2021-11-10,price,4641.5287648500,65061.0544069630,1.0037824220
2021-11-11,price,4732.9244503490,65005.6451595670,1.0013919180
2021-11-12,price,4685.1063555170,64432.0479473450,1.0059713470
2021-11-13,price,4666.4984981940,64660.3353526730,1.0036219650
2021-11-14,price,4652.9473942390,65648.9777911020,1.0097600790
2021-11-15,price,4583.2114187590,63933.8354425990,1.0028818670
2021-11-16,price,4243.3529068020,60448.5625125860,1.0033357500
2021-11-17,price,4302.8049589630,60603.6558673870,1.0068196190
2021-11-18,price,3993.8465951620,56987.3223385500,1.0007675480
2021-11-19,price,4317.6031956460,58459.2555166750,1.0055081760
2021-11-20,price,4436.1927669300,60082.9116684170,1.0063141950
2021-11-21,price,4319.3615668570,59139.7792795270,1.0029429220
2021-11-22,price,4101.0628764900,56386.8568531520,0.9999017291
2021-11-23,price,4355.4209577960,57748.7931737890,1.0012366070
2021-11-24,price,4269.4372197280,57198.1838462950,0.9999580024
2021-11-25,price,4515.8433001430,58897.8469829980,0.9979628378
2021-11-26,price,4048.3128440760,53827.7928650350,0.9999429300
2021-11-27,price,4084.0884856960,54533.4038824270,0.9997368930
2021-11-28,price,4290.0918625360,57237.6611370900,1.0004934010
2021-11-29,price,4444.5282798220,57848.7735371300,0.9984575535
2021-11-30,price,4637.1216168310,57011.2804742420,0.9977658020
2021-12-01,price,4589.6106175390,57169.3719938110,1.0007834230
2021-12-02,price,4519.4410280290,56508.2680540230,0.9981847390
2021-12-03,price,4240.1555168090,53785.9671723790,1.0020663200
2021-12-04,price,4101.6567918110,49161.9907095750,0.9991321446
2021-12-05,price,4198.5728745620,49268.4698905390,1.0012017880
2021-12-06,price,4347.6156305980,50461.5768365400,1.0009222150
2021-12-07,price,4310.5666464250,50647.6634063580,1.0020050110
2021-12-08,price,4431.5406471400,50530.4580645930,1.0000995670
2021-12-09,price,4153.3333107240,47885.8719894170,0.9985747047
2021-12-10,price,3918.2007434030,47303.5641521740,0.9961241561
